CustomModule19 Id,Portfolio Name,Portfolio Owner,Portfolio Owner ID,Created By,Created by ID,Modified By,Modified by ID,Created Time,Modified Time,Last Activity Time,Tag,Unsubscribed Mode,Unsubscribed Time,AppStore URL,Video,Website,Title,GooglePlay URL,Potential,Review,Categories,Industries,Live in Portfolio,Technologies,Featured Image,Published,Internal Use Only,URL,What Saritasa Did,Our Solution,Images,Quote,Overview,Key Features,Their Challenge,Status,AM Notes?,PM Approved,PM Notes?,PM Approval Date,AM Approval Date,AM Approved,Project Manager,Project Manager Id,Account Manager,Account Manager Id,Account
zcrm_339855000077549176,Smart Monitoring IoT Solution Kit,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,2020-10-29 19:32:03,2021-02-03 02:48:03,2021-02-03 02:48:03,,,,https://apps.apple.com/us/app/iot-monitoring/id1111567046,https://youtu.be/NRNVJA8zUX0,,Smart Monitoring IoT Solution Kit,,,,Custom;IoT;Mobile,,true,,SmartMonitoringIoTSolutionKit_featured.png,2016-08-22 09:08:01,false,https://www.saritasa.com/portfolio/smart-monitoring-iot-solution-kit/,,,,,"Smart Mobile App + MCU Board + Sensors + Cloud Platform

IoT Solution Kit

$99.00 One-Time Fee. No Monthly Fees. Quick Set Up. No Programming Required.

Saritasa, Medium One, and Microchip have partnered to bring to market the first out-of-the-box, end-to-end Smart Monitoring IoT Solution Kit designed for intelligence, integration, and security. Designed for production readiness, the Smart Monitoring IoT Solution Kit provides product designers and IoT-enabled companies with a baseline open reference framework. The kit includes fully integrated embedded system, cloud intelligence, and companion mobile app. The kit supports out-of-the-box capabilities for sensors (sold separately), including enterprise grade security and real-time cloud processing
 
The IoT Monitoring App was built by Saritasa in partnership with Medium One and Microchip to showcase and manage the end-to-end Smart Monitoring IoT Solution Kit.

- Visualize data from a variety of connected sensors such as Air Quality, Motion Detection, Pressure, Temperature, and Humidity.
- See current and historic sensor readings within the IoT Monitoring App.
- Toggle LED lights on & off on the board.
- Set various rules including Medium One’s Smart Notifications.

IoT Partners:
Saritasa works with trusted partners like Microchip and Medium One to support customer hardware, cloud and data intelligence solutions.

As a Microchip Design Partner, Saritasa receives additional resources, tools and technical support for our IoT engineers and scientists to ensure continued delivery of industry leading IoT projects for our customers. This partnership is a reflection of Saritasa’s successful experience in embedded systems design, hardware and software development, and building end-to-end IoT Solutions for a variety of projects across multiple industry verticals.

 
Microchip Technology, Inc. (NASDAQ: MCHP) is a leading provider of microcontroller, mixed-signal, analog and Flash-IP solutions. Microchip",,,,,false,,,,false,,,,,
zcrm_339855000077549177,IoT Monitoring App for iOS Devices,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 13:34:09,2021-02-08 13:34:09,,,,https://apps.apple.com/us/app/iot-monitoring/id1111567046,,,IoT Monitoring App for iOS Devices,,,,Custom;IoT;Mobile,,true,iOS,IoTMonitoring_featured.png,2016-07-29 19:42:20,false,https://www.saritasa.com/portfolio/iot-monitoring-app-for-ios-devices/,"iOS Compatibility

The IoT Monitoring App can be used on both iPhones and iPads, allowing for easier access, monitoring, and management of the Microchip/Medium One Solution Kit.

Data Collection

The App transforms the data collected from Medium One’s end-to-end IoT platform and the Microchip MCU board in real-time into readable metrics and insights for the iOS App.

Connectivity

Lets the user visualize their connected Microchip IoT Ethernet board that supports a variety of sensors such as Air Quality, Motion Detection, Pressure, Temperature, and Humidity. Users can see both current and historic readings from the sensor, as well as, toggle on/off the LED lights on the board. The App also supports setting a variety of rules including Medium One’s Smart Notification capabilities.","Saritasa Mobile app developers developed a fully integrated iOS mobile and tablet app, that tracks sensors, data and manages notifications and alerts. The app is also an open source reference design for engineers and developers.",IoTMonitoring_screenshots.png,,,,The IoT Monitoring App was designed in partnership with Medium One and Microchip to be a part of the first-of-its-kind Smart Monitoring IoT Solution Kit.,,,false,,,,false,,,,,
zcrm_339855000077549178,Consent Amour Web & Mobile App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Tristan Guinto,zcrm_339855000054995092,2020-10-29 19:32:03,2021-07-21 14:26:39,2021-07-21 14:26:39,,,,,,,Consent Amour Web & Mobile App,https://play.google.com/store/apps/details?id=com.kmgenterprises.Consent_Amour,,zcrm_339855000053535001,Mobile;Web,Other,true,Android;iOS;Python,ConsentAmour_featured.png,2016-07-23 20:47:57,false,https://www.saritasa.com/portfolio/consent-amour-web-mobile-app-development/,"Cordova & Python Development

Our developers utilized Cordova as a framework for developing the application to be used on both iOS and Android devices. The API, backend, and website were all developed using Python.

Proof of Consent

After receiving consent, a transaction record and consent certificate are generated for the user’s records. The user is then able to print, email, or text the records for sharing or storing records in another manner. After 30 days, all records stored on the app self-destruct to secure privacy.

Wifi/Cellular Connection

Wifi is not necessary in order to use the app – simply generate the consent form and send a request via messenger.

UX Design

The Consent Amour App was designed to be user-friendly and easy-to-use without ruining “the mood”. The app allows users to simply select a user and send a consent request. The receiving party can quickly reply “yes” or “no” with a tap of a button and the answer confirmation is sent to the requester.","Saritasa provided custom development for the Consent AmourTM website and mobile applications for Android and iOS devices. Consent Amour is a new tool empowering students and individuals in military, corporate and other dating environments to freely give or deny consent to physical relationships in a private and secure manner.",ConsentAmour_screenshots.png,,,,"Proof of mutual consent in the case of physical relations between adults can be hard to secure. The challenge is, to provide a discreet, user-friendly tool that is easily accessible, identifiable and does not spoil the mood.",,,false,,,,false,Tristan Guinto,zcrm_339855000054995092,,,
zcrm_339855000077549179,OpenHouseDay Web App Development,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 13:50:58,2021-02-08 13:50:58,,,,,,https://www.openhouseday.com/,OpenHouseDay Web App Development,,,,Web,Real Estate,true,PHP,OpenHouseDay_featured.png,2016-06-23 20:31:20,false,https://www.saritasa.com/portfolio/openhouseday-website-development/,"API Integration

The web app utilizes several APIs, including SimplyRETs, MLS (multiple listings service), and IDX broker to pull properties listings with open houses onto the site. All listings on the web app have open houses, and if a user searches for an open house on a day without scheduled open houses, they’re directed to local agents using a zip code API. The site also uses the Google Maps API to provide driving directions for open houses.

Multiple User Types

OpenHouseDay provides options for three different types of user registrations with specific features for each user type: home buyers, home sellers (FSBO), and real estate agents.

Listing Features

Home listings feature property details, property images, information on the listing agent, mortgage calculator, and links to Great Schools providing information on the assigned schools.

Custom Design/Development

The OpenHouseDay web app was custom built using a PHP framework and designed to be user-friendly with a sleek, modern look and feel.",OpenHouseDay provides unique tools for prospective home buyers to get current open house listings matching their search criteria and map out driving directions to efficiently plan their day of home viewing. Home sellers and realtors can get the most out of their home listing and staging efforts by knowing in advance who is planning to attend and filling their scheduled open houses with motivated home buyers.,OpenHouseDay_screenshots.png,,,,"An open house can make or break a home sale by providing potential buyers with the opportunity to visit the home and giving sellers the chance to highlight the home’s best features. OpenHouseDay came to us with the idea to build a new residential real estate platform designed to bring realtors, home sellers, and home buyers together in a meaningful way.",,,false,,,,false,,,,,
zcrm_339855000077549180,Panic Button iOS App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,2020-10-29 19:32:03,2021-07-01 10:46:59,2021-07-01 10:46:59,,,,,,,Panic Button iOS App,,,,Mobile,,true,iOS,PanicButton_featured.jpg,2016-04-20 20:16:41,false,https://www.saritasa.com/portfolio/panic-button/,"New Design

Our design experts mapped out a completely new, sleek, and modern design in order to upgrade the app’s aesthetics as well as it’s functionality.

Apple Watch

New and improved – the Panic Button application is now compatible with the Apple Watch! This allows for easier access in any situation where you might need to share your location with your emergency contacts quickly.

iOS Compatibility

The Panic Button application has been brought up-to-date to run on ALL current iOS devices.

UX/UI

The User Interface of Panic Button was designed to be easy-to-use in emergency situations. The user simply has to launch the app, and after a few seconds, it will go into “stealth” mode so no one knows it is running while it tracks your location and records audio messages to send to your preset emergency contacts.","The Panic Button emergency locator app is the one application you hope you will never have to use, but you will want to have “just in case”. Whether you are being followed, are lost, are kidnapped/abducted, or in any other situation where you would need to broadcast your location and audio recordings to emergency contacts, Panic Button is the app you want!",PanicButton_screenshots.jpg,,,,"Safety is everyone’s primary concern. They want to feel safe and secure, whether at home or walking to their car alone at night. We wanted to come up with an app that would make users feel safe and aid them to react quickly if they were in danger.",,,false,,,,false,Kostya Bukin,zcrm_339855000038345001,,,
zcrm_339855000077549181,iPayd iOS & CMS Development,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 13:34:44,2021-02-08 13:34:44,,,,https://itunes.apple.com/us/app/ipayd/id1085980502,,,iPayd iOS & CMS Development,,,,Custom;Mobile;Web,Restaurant,true,iOS,iPayd_featured.jpg,2016-03-23 16:09:07,false,https://www.saritasa.com/portfolio/ipayd-ios-development/,"POS Integration

 iPayd is fully integrated with the point of sale (POS) systems of participating merchants allowing users to open tabs and place orders, close their tabs, split the bill with their group, add tips and pay their bill directly from their phones.

Multiple Currencies

iPayd was developed with global expansion in mind and supports multiple currencies. Currently, iPayd is available in both the United States and the United Kingdom, supporting both US and UK currency. Expansion into Hong Kong and many other places worldwide is in the works.

SaaS Content Management System

SaaS content management system development was provided to deliver a CMS segmented into two main levels. The first level is for the iPayd company administrators to create and manage new restaurant accounts. The second level allows restaurant administrators to access and manage their iPayd accounts.

Native Development

The iPayd iOS application was built using Apple’s native iOS programming language, Objective C.","Using our deep experience software development, we built the iPayd app. With it, consumers can easily search venues with maps and location information, place orders in advance, split the bill with their party, add a tip, and pay — all through the app! The iPayd app integrates with iPayd Metrics™, the customer management tool for merchants, allowing participating businesses to deliver incentives directly to consumers through the app, provide better customer service, and more.",iPayd_screenshots.png,,,,"Our client came to us with an idea – to simplify the restaurant experience and provide. benefits for both consumers and merchants. They wanted to consolidate every aspect of eating out, from finding a restaurant, to placing your order, to paying and splitting the bill.",,,false,,,,false,,,,,
zcrm_339855000077549182,TCVN Website Development,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 14:06:48,2021-02-08 14:06:48,,,,,,http://www.tcvn.org/,TCVN Website Development,,,,Web,,true,PHP;Wordpress,TCVN_featured.png,2015-11-24 19:52:13,false,https://www.saritasa.com/portfolio/tcvn-website-development/,"Responsive Design

The TCVN website is optimized for an excellent user experience across all devices, platforms, and browsers through a responsive design. All elements of the site were professionally designed to fit the viewer’s screen size to create a polished, professional look on any device.

Custom WordPress Development

Our development team provided professional installation and configuration of the selected WordPress theme with CSS3, HTML5, and PHP customization.","Resources such as educational and networking events, forums, workshops, mentorship programs, and more are all available through the TCVN website.",TCVN_screenshots.png,,,,The Tech Coast Venture Network provides resources to emerging companies and entrepreneurs to help them grow their businesses. They came to us needing a website in order to share various resources and events with their members and sponsors.,,,false,,,,false,,,,,
zcrm_339855000077549183,FantasyAces Web & iOS Development,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 13:22:38,2021-02-08 13:22:38,,,,,,,FantasyAces Web & iOS Development,,,,Mobile;Web,Sports,true,C;iOS;PHP,FantasyAces_featured.jpg,2015-11-23 15:41:10,false,https://www.saritasa.com/portfolio/fantasyaces-ios-development/,"App Wireframing & Design

Our UX/UI experts mapped out a beautifully designed app that is both user-friendly and feature-rich.

iOS Development

The FantasyAces app was developed using Objective-C, Apple’s native programming language, to take full advantage of iOS device features and ensure optimal performance.

API Development & Integration

The FantasyAces legacy PHP system was refactored to support a new, custom API that integrates with the iOS application to deliver sports data in “real-time”.

API Documentation & Technical Consultation

We wrote detailed documentation that provides full transparency into how we built the API and how a developer can integrate against these services. This documentation allows the FantasyAces team to eventually take over development with minimal overhead, and reduces the overall cost for development in future stages.

Website Maintenance

Additional ongoing web development services are provided to help maintain the FantasyAces website health, security, and performance.","That’s why FantasyAces, LLC turned to Saritasa. Saritasa provided business consulting, planning and development services resulting in a robust iOS application offering several fresh new features not available on other apps.",FantasyAces_screenshots.png,,,,"Fantasy Football is a competitive industry that pulls in billions of dollars every year. In order to compete, FantasyAces, LLC needed to build an iOS application for iPhone and iPad devices comparable to or better than the apps offered by their competitors, FanDuel and DraftKings.",,,false,,,,false,,,,,
zcrm_339855000077549184,Waterway Plastics IoT Spa Application,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 14:12:16,2021-02-08 14:12:16,,,,,,http://waterwayplastics.com/,Waterway Plastics IoT Spa Application,,,,Custom;IoT;Mobile,Manufacturing,true,Android;iOS,WaterwayPlastics_featured.png,2015-10-29 14:59:16,false,https://www.saritasa.com/portfolio/iot-spa-application/,"Wifi Connectivity

A unique and simplified user experience for connecting the Spa to the homeowner’s WiFi. The result is a setup process for the spa app that is quicker than most IoT products on the market today.

Firmware Development

Saritasa engineers developed firmware to connect to the Spa control board and custom bootloader to remotely update the firmware.

App Development

Cross-platform IoT Spa App for iOS and Android using HTML5 programming language to save on development time and costs.

API Integration

Custom API for registering and authenticating customers and real-time PubNub messaging proxy integration.","The IoT Spa App is a remote control for Waterway Plastics Spas, and is a cross-platform app built for both Android and iOS devices. The app allows spa owners to manage their hot tub features such as water temperature, lighting, and jets from anywhere in the world.",WaterwayPlastics_screenshots.png,,,,Waterway Plastics produces a quality line of products and makes it a goal to constantly innovate their products. They wanted to create a way to connect an owner to their spas on the go and turned to Saritasa to help develop the software and hardware to make it happen.,,,false,,,,false,,,,,
zcrm_339855000077549185,Monex App Development,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,2020-10-29 19:32:03,2021-07-07 13:32:56,2021-07-07 13:32:56,,,,https://itunes.apple.com/us/app/monex-bullion-investor/id660159460,,,Monex App Development,https://play.google.com/store/apps/details?id=com.monex,,,Mobile,Financial,true,Android;iOS,Monex_featured.png,2015-09-01 16:55:29,false,https://www.saritasa.com/portfolio/monex-app-development/,"App Development

The Monex Application was developed for both iOS and Android devices.

Price Alerts

Alerts can be set to the user’s individual preferences for when a commodity changes prices, or reaches a certain price.

Personalized Dashboard

Dashboard can be personalized to user preferences to give a screenshot of the financial markets the user follows from 8 categories; Gold, Silver, Platinum, Palladium, Energy, Index Currency, and USD fiscal figures.","Saritasa helped develop the Monex Bullion Investor application, a simple yet robust tool for US investors.",Monex_screenshots.png,,,,"Monex, an industry leader and the most trusted two-way bullion market for US investors, wanted to create an application for users to easily access a timely conceptual perspective of the state of USA fiscal affairs.",,,false,,,,false,Artem Razvodov,zcrm_339855000031015001,Nik Froehlich,zcrm_339855000000037003,
zcrm_339855000077549186,Crossing Guard Android App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Tristan Guinto,zcrm_339855000054995092,2020-10-29 19:32:03,2021-07-21 14:41:07,2021-07-21 14:41:07,,,,,,,Crossing Guard Android App,https://play.google.com/store/apps/details?id=com.crossingguard,,,Custom;Mobile;Web,Logistics;Other,true,Android;iOS;L.A.M.P.;MongoDB;PHP;Python;Vue.js,CrossingGuard_featured.png,2015-08-21 00:00:42,true,https://www.saritasa.com/portfolio/crossing-guard-android-app/,"Backend LAMP Development

Our team of developers designed and created the backend PHP website using LAMP technology. The backend users consist of administrators who have full access, and supervisors who can add guards and assign shifts.

Bootstrap Template

A Bootstrap template was implemented to access the easy “Drag and Drop” feature. This made the components of the backend website easy to understand and use for administrators and supervisors.

User Interface

The primary demographic for Crossing Guard are older users who are not highly experienced with advanced technology. Therefore, the client wanted the app to showcase a simple user interface for easy navigation.

GPS Location Technology

Crossing Guard implements GPS Location technology in order to keep track of where the guards are when they check in for their shift. Supervisors know how far from the school crossing guards are, and at what time. This feature assists in logging late shifts and keeping all employees accountable for their schedules.",Crossing Guard assists school district supervisors with assigning and managing crossing guard shifts at various schools throughout a district.,CrossingGuard_screenshots.png,,,,Crossing Guardians have the crucial job of keeping our children safe by regulating traffic through school zones. The ACMS School Crossing Guards wanted to make it easier for district supervisors and employees to assign and manage shifts.,,,false,,,,false,Tristan Guinto,zcrm_339855000054995092,,,
zcrm_339855000077549187,Tappy Count Apple Watch App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:40:33,2021-10-12 17:40:33,,,,https://itunes.apple.com/us/app/tappy-count/id984535379,,,Tappy Count Apple Watch App,,,,Mobile,Lifestyle,true,iOS;Swift,TappyCount_featured.png,2015-08-03 03:45:17,false,https://www.saritasa.com/portfolio/tappy-count-app/,"Swift Programming

Implemented Swift, the innovative programming language used for optimal application design whose syntax works cohesively with Objective C and creates apps that run smoothly and efficiently.

Scalable Development

Beautifully designed for the Apple Watch and complete with an iOS companion app that is scalable across all mobile devices.

Apple Watch Development

Created using Apple Watch’s native software development kit for optimal functionality and a clean user interface.","Although the client came to us with an idea, they did not have a clear vision of where their project would go. Along with development, we provided product management services to help them get a clearer idea of their product.",TappyCount_screenshots.png,,,,"The Tappy Count Apple Watch App is a personal counter that allows you to track virtually anything and everything. Tappy Count is one of the most versatile and sleek tally counters available…not to mention convenient! Elegantly designed for use on both iPhone 6+ and Apple Watch devices, Tappy Count gives you options. Simply tap to count on the iPhone 6 screen or lose the bulk and count on your wrist with Apple Watch.

Counting and keeping track of large numbers of people or things has never been easier. Set up and run one counter or multiple counters at once. Count forward or backwards with simple tap to count functionality on the app screen. Use Tappy Count just for fun or for more serious tasks. Count everything from laps, rounds won and vodka shots, to event attendees, speech tics and product inventory. No matter what you’re counting, with Tappy Count you’ll never lose track of your count again. The opportunities are endless!",,,false,,,,false,,,,,
zcrm_339855000077549188,GeneClues 3D iPad App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 13:26:41,2021-02-08 13:26:41,,,,https://itunes.apple.com/us/app/geneclues/id1197501237,,,GeneClues 3D iPad App,,,,Mobile,Education,true,Unity,GeneClues_featured.png,2015-07-16 16:17:17,false,https://www.saritasa.com/portfolio/geneclues-3d-ipad-app/,"Unity 3D

The client envisioned the app to present users with a futuristic, video-game-like experience. To achieve this, our talented team of developers used the Unity 3D platform to design and create the interactive video game environment, while still maintaining the app’s simple and user-friendly interface.

Reference Genomes

Users log into the app to select particular diseases they are interested in exploring and researching. For example, users can select Alzheimer’s from the drop-down list of Health Conditions inside the app. Once Alzheimer’s is selected, a list of all genes associated with the disease is generated. The visual lists can be clicked through to view the various genes that are positive or negative in Alzheimer’s.

Cluster Confirmations

There are five different visual options that users can choose from to view the genome “clusters” within the GeneClues® app; this was done in hopes that every person who accesses the app can gain a visual understanding of what they’re looking at and can fully comprehend the connections made through genes for the various diseases they are researching.

Front-End Development

Our team of developers provided front-end development for the GeneClues® app to achieve a visually stunning application that is intuitive and easy to navigate.","Saritasa provided development services for Quibble Genomics Institute in the creation of the GeneClues® iPad application. GeneClues® is a medical data science app designed for educators, researchers and students to explore the relationship between health conditions and genes using 3-D models.",GeneClues_screenshots.png,,,,"Quibble Genomics Institute wanted to build an application that would allow users to easily conduct expanded research, explore health conditions, and examine biomarkers.",,,false,,,,false,,,,,
zcrm_339855000077549189,Polara Field Service iOS App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:40:14,2021-10-12 17:40:14,,,,,,,Polara Field Service iOS App,,,,Mobile,Field Services,true,iOS,Polara_featured.png,2015-06-12 14:20:51,false,https://www.saritasa.com/portfolio/polara-field-service-ios-app/,"Unique Programming

The Polara app was developed in Objective C for iOS devices, which is essentially unheard of for this demographic of technical maintenance. Imagine a hard-hat technician who didn’t have to open up the control box at a traffic intersection — instead, he or she just accesses the controls via an iPhone or iPad. This breakthrough technology is what Polara brings to the table for maintenance workers. Our development team provided BLTE (Bluetooth Low Energy) protocol integration through an iOS application.

Development & APIs

Our development team completed a Beta version of the iOS application and implemented various APIs from client software. The app connects to a Push Button system via BlueTooth Low Energy.

User Interface

Saritasa’s team successfully captured all the functional requirements from the PC application and translated these to an iOS interface. As a result, the Polara app can perform all of the same functions on an iOS device. Polara will save maintenance teams and technicians time and money by providing the ability to work directly from an iOS device.","Thus the Polara Field Services iOS app was born. Polara gives municipal traffic light technicians easy access to control boxes on intersections and allows them to modify the configurations for crosswalk push-button systems.

The Polara app is distributed to qualified technicians privately through the Polara distribution channel.",Polara_screenshots.png,,,,"Polara Engineering, Inc. is the leading supplier of Accessible Pedestrian Signals (APR) and ADA-compliant pedestrian technology in North America.

They wanted to develop a way for hard hat technicians to access the traffic controls via an app instead of having to access the control box.",,,false,,,,false,,,,,
zcrm_339855000077549190,TheGoLog iPhone App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:39:59,2021-10-12 17:39:59,,,,,,,TheGoLog iPhone App,,,,Mobile,Lifestyle,true,iOS,TheGoLog_featured.png,2015-04-21 17:20:34,false,https://www.saritasa.com/portfolio/thegolog-ios-application/,"Documentation

TheGoLog app provides users with an easy and convenient way to record child care expenses such as medical, school, daycare, and support payments.

Programming

Using Objective C, TheGoLog was developed as a native application to take full advantage of iOS device features, provide the convenience of offline access, and ensure performance.

User Interface

TheGoLog was developed with a professional clean design and a user-friendly interface making all of the app’s features accessible and easy to use.

Reporting

Secure data storage, segmentation, and reporting functionality were built into the application. Users can generate PDF reports based on selected parameters and email or print the reports from within the app.",TheGoLog is the new child custody and support payment tracking app designed for single parents. TheGoLog App is designed to help single parents take the guesswork out of keeping track of the time and money spent in caring for their children.,TheGoLog_screenshots.png,,,,"Going through a divorce is hard, and fighting a child custody case is even harder. XMR Enterprises, Inc. wanted to develop an easy way for single parents to track and report important details in their child custody case.",,,false,,,,false,,,,,
zcrm_339855000077549191,"Opportunity, Inc. Website",Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:39:44,2021-10-12 17:39:44,,,,,,http://opportunity-inc.com/,"Opportunity, Inc. Website",,,,Web,Business Services,true,PHP;Wordpress,OpportunityInc_featured.png,2015-04-16 16:47:53,false,https://www.saritasa.com/portfolio/opp-inc-wordpress-development/,"Responsive Design

The client needed an updated website optimized for an excellent user experience across all devices, platforms, and browsers. All site elements were professionally designed to scale up or down depending on the viewer’s screen size. Mobile optimized menus and layouts were implemented resulting in a polished, user-friendly website from any device.

Custom WordPress Development

The website and blog were built to meet the layout and style requirements of the client. Our developers provided professional installation and configuration of the selected WordPress theme with CSS, HTML, and PHP customization.","Saritasa created the new marketing and promotional website for Opportunity Inc., a business consulting firm that caters to the specific needs of entrepreneurs and small companies.",OpportunityInc_screenshots.png,,,,Opportunity Inc. needed an updated website to connect with entrepreneurs and small companies and offer a variety of services to help with growth.,,,false,,,,false,,,,,
zcrm_339855000077549192,Global Lotto App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:39:25,2021-10-12 17:39:25,,,,,,,Global Lotto App,,,,Mobile,Lifestyle,true,Android;iOS;Java;PHP,GlobalLotto_featured.png,2015-03-27 01:35:50,false,https://www.saritasa.com/portfolio/global-lotto-app/,"Mobile Lottery Results

The process is simple. Users who have bought a California lottery ticket can download the application, enter their lottery numbers and drawing dates, and Global Lotto will reveal if they’ve won any money or not.

Professional Design

Saritasa’s design team played a key role in the development of Global Lotto creating custom wireframes and designs for each screen in the application. Our designers worked with the client to create the app logo and develop the unique branding.

Native Development

Global Lotto iOS app was developed using Objective C, Apple’s Native iOS programming language. Java, Android’s native programming language, was used for the Global Lotto Android app. The user interface development goals were to create a clean, user-friendly app with robust data pulling capabilities. The age demographic of Global Lotto is vast; creating an app that is easy to use for all ages was a top priority throughout the development process.

PHP Web Service

Saritasa’s development team created a PHP web service that automatically downloads Lottery Drawing data from the California Lottery public website every time someone uses the Global Lotto app. With this custom web service, the app will always provide the most recent and accurate drawing results. Global Lotto also stores all data from past drawings in case users who have an old lotto ticket lying around!",Saritasa developed the Global Lotto app for both iOS and Android devices. It is a revolutionary way to play the California lottery!,GlobalLotto_screenshots.png,,,,The client’s goal in creating Global Lotto was to provide people with a simple and efficient way to participate in both past and current lotteries from a single application.,,,false,,,,false,,,,,
zcrm_339855000077549193,SWiiF App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,2020-10-29 19:32:03,2021-07-01 11:20:10,2021-07-01 11:20:10,,,,,,,SWiiF App,,,,Mobile,Entertainment,true,iOS,SWiiF_featured.png,2015-03-19 13:42:12,false,https://www.saritasa.com/portfolio/swiif-ios-app/,"Control Your Feed

With SWiiF™, users can choose to filter between Facebook, Instagram, and Twitter. Options to filter include viewing only photos, video, or text, or any combination of content for all three platforms.

Programming Languages

SWiiF™ was developed with Objective-C, Apple’s native iOS programming language. The mobile app is currently available for download on both iPhones and iPads.

User Interface

The user interface was designed to be easy to use, functional, and efficient. Saritasa’s team also developed a photo editor with over 140 features — all free within the app.

Content Management System

The SWiiF™ marketing website was updated with a user-friendly content management system for easy administrator access and website maintenance.

Professional Design

Our team of professional web designers worked with SWiiF™ to update their logo and revamp their branding through dynamic design.

Features to Come

SWiiF™ plans to provide a ‘Notifications’ feature in an upcoming update, followed with new functionality to allow users to comment directly to Instagram using the SWiiF™ app.","Saritasa provided development for the SWiiF™ iOS App, Website and Content Management System (CMS). SWiiF™ is a social media organizational tool that changes the way users view and interact on their favorite social media platforms.",SWiiF_screenshots.png,,,,"Our client came to us once he recognized a problem – users have to constantly switch between social media applications for Facebook, Instagram, and Twitter to catch up on the latest updates. They wanted to create a way for users to see and manage it all in one place.",,,false,,,,false,Kostya Bukin,zcrm_339855000038345001,,,
zcrm_339855000077549194,ISRG Website & Custom CMS,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:45:02,2021-10-12 17:45:02,,,,,,http://isrg.us/,ISRG Website & Custom CMS,,,,Web,Lifestyle,true,PHP;Wordpress,ISRG_featured.png,2015-03-09 13:18:12,false,https://www.saritasa.com/portfolio/isrg-web-development/,"Custom Development

CSS, JS, HTML and PHP templates were modified to create a custom design that was implemented into the WordPress theme for the ISRG website.

Content Management System

The custom CMS was built on WordPress so the client can easily add new content, updates, edit schedules, upload new photos and videos, and much more.

Mobile Optimization

A responsive HTML template was developed and implemented for ISRG to deliver a website optimized for mobile devices.

Marketing Website

The home page features various marketing assets including photos, videos, school information, and a customized ‘Contact Us’ form. The client wanted a clean design that would be engaging and easy to navigate for customers.","The new website features responsive design, user-friendly class schedules, photo galleries, lead generation forms, and more.",ISRG_screenshots.png,,,,The Irene School of Rhythmic Gymnastics (ISRG) needed an updated marketing website to attract new students and promote their classes.,,,false,,,,false,,,,,
